,body_bytes_sent,httpcode_200,httpcode_302,httpcode_403,httpcode_404,httpcode_500,httpcode_total_200,httpcode_total_302,httpcode_total_403,httpcode_total_404,httpcode_total_500,is_good,request_time,status,upstream_response_time
4293,35114,862,57,124,55,100,862,57,124,55,100,1,0.992,404,0.875
4294,35114,847,53,111,59,113,847,53,111,59,113,1,0.875,200,0.875
4295,152,835,46,135,55,112,835,46,135,55,112,1,0.875,200,0.875
4296,152,822,73,135,59,96,822,73,135,59,96,1,0.875,200,0.875
4297,35114,767,71,99,59,102,767,71,99,59,102,1,0.992,200,0.875
4298,152,838,55,95,57,125,838,55,95,57,125,1,0.992,200,0.875
4299,35114,839,55,95,57,125,839,55,95,57,125,1,0.992,200,0.992
4300,35114,831,65,109,41,130,831,65,109,41,130,1,0.992,200,0.875
4301,152,823,73,135,59,96,823,73,135,59,96,1,0.992,200,0.992
4302,152,824,73,135,59,96,824,73,135,59,96,1,0.992,200,0.875
4303,152,828,47,108,58,106,828,47,108,58,106,1,0.875,200,0.875
4304,35114,825,73,135,59,96,825,73,135,59,96,1,0.992,200,0.992
4305,152,825,73,135,59,97,825,73,135,59,97,1,0.992,500,0.992
4306,152,918,50,141,66,116,918,50,141,66,116,1,0.992,200,0.992
4307,35114,918,50,141,67,116,918,50,141,67,116,1,0.992,404,0.992
4308,152,829,47,108,58,106,829,47,108,58,106,1,0.992,200,0.992
4309,152,831,65,109,42,130,831,65,109,42,130,1,0.992,404,0.875
4310,35114,768,71,99,59,102,768,71,99,59,102,1,0.875,200,0.992
4311,35114,833,85,138,69,120,833,85,138,69,120,1,0.992,200,0.992
4312,152,918,50,141,67,117,918,50,141,67,117,1,0.875,500,0.992
4313,35114,863,57,124,55,100,863,57,124,55,100,1,0.875,200,0.992
4314,35114,869,60,163,61,111,869,60,163,61,111,1,0.875,200,0.992
4315,35114,826,73,135,59,97,826,73,135,59,97,1,0.875,200,0.992
4316,152,864,57,124,55,100,864,57,124,55,100,1,0.992,200,0.992
4317,35114,827,73,135,59,97,827,73,135,59,97,1,0.875,200,0.992
4318,35114,870,60,163,61,111,870,60,163,61,111,1,0.875,200,0.875
4319,35114,847,53,111,59,114,847,53,111,59,114,1,0.875,500,0.992
4320,35114,769,71,99,59,102,769,71,99,59,102,1,0.875,200,0.992
4321,35114,835,46,136,55,112,835,46,136,55,112,1,0.875,403,0.992
4322,152,919,50,141,67,117,919,50,141,67,117,1,0.992,200,0.992
4323,152,871,60,163,61,111,871,60,163,61,111,1,0.875,200,0.875
4324,35114,828,73,135,59,97,828,73,135,59,97,1,0.875,200,0.992
4325,35114,864,58,124,55,100,864,58,124,55,100,1,0.992,302,0.875
4326,35114,871,60,163,62,111,871,60,163,62,111,1,0.875,404,0.875
4327,152,829,73,135,59,97,829,73,135,59,97,1,0.992,200,0.992
4328,152,920,50,141,67,117,920,50,141,67,117,1,0.875,200,0.875
4329,152,872,60,163,62,111,872,60,163,62,111,1,0.992,200,0.992
4330,35114,921,50,141,67,117,921,50,141,67,117,1,0.875,200,0.992
4331,35114,839,55,96,57,125,839,55,96,57,125,1,0.875,403,0.875
4332,152,769,71,100,59,102,769,71,100,59,102,1,0.875,403,0.992
4333,152,836,46,136,55,112,836,46,136,55,112,1,0.875,200,0.992
4334,152,836,46,136,55,113,836,46,136,55,113,1,0.875,500,0.992
4335,152,834,85,138,69,120,834,85,138,69,120,1,0.875,200,0.875
4336,152,865,58,124,55,100,865,58,124,55,100,1,0.875,200,0.875
4337,152,830,73,135,59,97,830,73,135,59,97,1,0.875,200,0.992
4338,152,848,53,111,59,114,848,53,111,59,114,1,0.875,200,0.992
4339,35114,832,65,109,42,130,832,65,109,42,130,1,0.992,200,0.992
4340,35114,832,66,109,42,130,832,66,109,42,130,1,0.875,302,0.875
4341,152,837,46,136,55,113,837,46,136,55,113,1,0.875,200,0.992
4342,152,839,55,96,57,126,839,55,96,57,126,1,0.875,500,0.992
4343,35114,840,55,96,57,126,840,55,96,57,126,1,0.992,200,0.992
4344,35114,832,66,109,42,131,832,66,109,42,131,1,0.875,500,0.992
4345,152,922,50,141,67,117,922,50,141,67,117,1,0.875,200,0.875
4346,35114,873,60,163,62,111,873,60,163,62,111,1,0.992,200,0.875
4347,152,831,73,135,59,97,831,73,135,59,97,1,0.875,200,0.992
4348,152,923,50,141,67,117,923,50,141,67,117,1,0.875,200,0.875
4349,152,832,73,135,59,97,832,73,135,59,97,1,0.992,200,0.875
4350,35114,832,73,135,60,97,832,73,135,60,97,1,0.992,404,0.875
4351,35114,832,73,135,61,97,832,73,135,61,97,1,0.875,404,0.875
4352,152,826,50,111,55,123,826,50,111,55,123,1,0.875,403,0.875
4353,152,838,46,136,55,113,838,46,136,55,113,1,0.992,200,0.875
4354,35114,849,53,111,59,114,849,53,111,59,114,1,0.992,200,0.992
4355,35114,834,85,138,69,121,834,85,138,69,121,1,0.875,500,0.875
4356,35114,827,50,111,55,123,827,50,111,55,123,1,0.875,200,0.875
4357,35114,865,58,125,55,100,865,58,125,55,100,1,0.875,403,0.875
4358,152,835,85,138,69,121,835,85,138,69,121,1,0.875,200,0.875
4359,152,770,71,100,59,102,770,71,100,59,102,1,0.875,200,0.875
4360,35114,839,46,136,55,113,839,46,136,55,113,1,0.875,200,0.992
4361,35114,924,50,141,67,117,924,50,141,67,117,1,0.875,200,0.875
4362,35114,873,60,164,62,111,873,60,164,62,111,1,0.992,403,0.875
4363,35114,829,47,108,58,107,829,47,108,58,107,1,0.992,500,0.992
4364,152,835,85,138,69,122,835,85,138,69,122,1,0.992,500,0.875
4365,35114,833,73,135,61,97,833,73,135,61,97,1,0.875,200,0.992
4366,35114,840,46,136,55,113,840,46,136,55,113,1,0.992,200,0.992
4367,35114,829,47,108,58,108,829,47,108,58,108,1,0.875,500,0.992
4368,152,849,53,112,59,114,849,53,112,59,114,1,0.992,403,0.875
4369,35114,828,50,111,55,123,828,50,111,55,123,1,0.875,200,0.992
4370,152,829,50,111,55,123,829,50,111,55,123,1,0.875,200,0.992
4371,35114,925,50,141,67,117,925,50,141,67,117,1,0.992,200,0.875
4372,152,874,60,164,62,111,874,60,164,62,111,1,0.875,200,0.992
4373,35114,841,55,96,57,126,841,55,96,57,126,1,0.875,200,0.875
4374,35114,926,50,141,67,117,926,50,141,67,117,1,0.875,200,0.875
4375,152,850,53,112,59,114,850,53,112,59,114,1,0.992,200,0.875
4376,152,830,47,108,58,108,830,47,108,58,108,1,0.875,200,0.992
4377,152,927,50,141,67,117,927,50,141,67,117,1,0.875,200,0.875
4378,152,927,51,141,67,117,927,51,141,67,117,1,0.992,302,0.992
4379,35114,842,55,96,57,126,842,55,96,57,126,1,0.875,200,0.992
4380,152,833,66,109,42,131,833,66,109,42,131,1,0.992,200,0.992
4381,35114,834,66,109,42,131,834,66,109,42,131,1,0.992,200,0.992
4382,35114,875,60,164,62,111,875,60,164,62,111,1,0.992,200,0.992
4383,152,835,66,109,42,131,835,66,109,42,131,1,0.992,200,0.875
4384,152,830,47,108,58,109,830,47,108,58,109,1,0.875,500,0.875
4385,152,836,66,109,42,131,836,66,109,42,131,1,0.875,200,0.992
4386,152,866,58,125,55,100,866,58,125,55,100,1,0.992,200,0.992
4387,35114,835,85,138,69,123,835,85,138,69,123,1,0.875,500,0.875
4388,152,831,47,108,58,109,831,47,108,58,109,1,0.992,200,0.875
4389,35114,843,55,96,57,126,843,55,96,57,126,1,0.875,200,0.992
4390,152,771,71,100,59,102,771,71,100,59,102,1,0.992,200,0.875
4391,152,867,58,125,55,100,867,58,125,55,100,1,0.875,200,0.992
4392,35114,836,85,138,69,123,836,85,138,69,123,1,0.992,200,0.992
4393,35114,837,66,109,42,131,837,66,109,42,131,1,0.992,200,0.875
4394,152,875,60,165,62,111,875,60,165,62,111,1,0.875,403,0.992
4395,152,833,73,135,61,98,833,73,135,61,98,1,0.875,500,0.992
4396,35114,867,58,126,55,100,867,58,126,55,100,1,0.992,403,0.875
4397,152,851,53,112,59,114,851,53,112,59,114,1,0.875,200,0.875
4398,152,876,60,165,62,111,876,60,165,62,111,1,0.992,200,0.992
4399,35114,838,66,109,42,131,838,66,109,42,131,1,0.875,200,0.992
4400,152,833,73,135,61,99,833,73,135,61,99,1,0.875,500,0.992
4401,35114,772,71,100,59,102,772,71,100,59,102,1,0.875,200,0.992
4402,35114,830,50,111,55,123,830,50,111,55,123,1,0.992,200,0.992
4403,152,839,66,109,42,131,839,66,109,42,131,1,0.992,200,0.992
4404,152,831,50,111,55,123,831,50,111,55,123,1,0.875,200,0.992
4405,35114,841,46,136,55,113,841,46,136,55,113,1,0.992,200,0.992
4406,152,843,55,96,57,127,843,55,96,57,127,1,0.992,500,0.992
4407,152,772,71,101,59,102,772,71,101,59,102,1,0.875,403,0.875
4408,152,832,50,111,55,123,832,50,111,55,123,1,0.992,200,0.992
4409,35114,841,46,136,56,113,841,46,136,56,113,1,0.875,404,0.875
4410,152,772,72,101,59,102,772,72,101,59,102,1,0.875,302,0.992
4411,35114,928,51,141,67,117,928,51,141,67,117,1,0.992,200,0.875
4412,152,842,46,136,56,113,842,46,136,56,113,1,0.875,200,0.875
4413,35114,844,55,96,57,127,844,55,96,57,127,1,0.992,200,0.875
4414,152,840,66,109,42,131,840,66,109,42,131,1,0.875,200,0.992
4415,152,833,50,111,55,123,833,50,111,55,123,1,0.875,200,0.875
4416,152,842,46,136,56,114,842,46,136,56,114,1,0.992,500,0.875
4417,35114,841,66,109,42,131,841,66,109,42,131,1,0.875,200,0.992
4418,152,877,60,165,62,111,877,60,165,62,111,1,0.992,200,0.992
4419,152,868,58,126,55,100,868,58,126,55,100,1,0.875,200,0.875
4420,152,869,58,126,55,100,869,58,126,55,100,1,0.992,200,0.992
4421,152,869,58,127,55,100,869,58,127,55,100,1,0.992,403,0.875
4422,35114,834,73,135,61,99,834,73,135,61,99,1,0.992,200,0.992
4423,35114,845,55,96,57,127,845,55,96,57,127,1,0.875,200,0.875
4424,35114,878,60,165,62,111,878,60,165,62,111,1,0.875,200,0.875
4425,35114,841,67,109,42,131,841,67,109,42,131,1,0.992,302,0.992
4426,152,879,60,165,62,111,879,60,165,62,111,1,0.992,200,0.992
4427,152,833,50,112,55,123,833,50,112,55,123,1,0.875,403,0.992
4428,35114,842,46,136,57,114,842,46,136,57,114,1,0.875,404,0.992
4429,152,833,50,112,56,123,833,50,112,56,123,1,0.992,404,0.992
4430,152,773,72,101,59,102,773,72,101,59,102,1,0.992,200,0.992
4431,35114,842,67,109,42,131,842,67,109,42,131,1,0.992,200,0.875
4432,35114,833,51,112,56,123,833,51,112,56,123,1,0.992,302,0.992
4433,35114,929,51,141,67,117,929,51,141,67,117,1,0.992,200,0.992
4434,35114,880,60,165,62,111,880,60,165,62,111,1,0.992,200,0.992
4435,35114,869,58,127,55,101,869,58,127,55,101,1,0.875,500,0.992
4436,35114,832,47,108,58,109,832,47,108,58,109,1,0.875,200,0.875
4437,152,870,58,127,55,101,870,58,127,55,101,1,0.992,200,0.992
4438,152,846,55,96,57,127,846,55,96,57,127,1,0.875,200,0.875
4439,35114,929,51,142,67,117,929,51,142,67,117,1,0.992,403,0.875
4440,152,833,47,108,58,109,833,47,108,58,109,1,0.992,200,0.992
4441,152,842,47,136,57,114,842,47,136,57,114,1,0.875,302,0.992
4442,35114,852,53,112,59,114,852,53,112,59,114,1,0.875,200,0.875
4443,35114,871,58,127,55,101,871,58,127,55,101,1,0.992,200,0.992
4444,35114,774,72,101,59,102,774,72,101,59,102,1,0.992,200,0.992
4445,35114,872,58,127,55,101,872,58,127,55,101,1,0.875,200,0.992
4446,152,872,58,127,55,102,872,58,127,55,102,1,0.992,500,0.875
4447,35114,774,72,102,59,102,774,72,102,59,102,1,0.875,403,0.992
4448,152,853,53,112,59,114,853,53,112,59,114,1,0.992,200,0.875
4449,35114,847,55,96,57,127,847,55,96,57,127,1,0.992,200,0.875
4450,152,930,51,142,67,117,930,51,142,67,117,1,0.992,200,0.992
4451,35114,848,55,96,57,127,848,55,96,57,127,1,0.875,200,0.875
4452,152,837,85,138,69,123,837,85,138,69,123,1,0.875,200,0.875
4453,35114,834,51,112,56,123,834,51,112,56,123,1,0.875,200,0.992
4454,35114,835,73,135,61,99,835,73,135,61,99,1,0.992,200,0.992
4455,152,931,51,142,67,117,931,51,142,67,117,1,0.875,200,0.992
4456,35114,854,53,112,59,114,854,53,112,59,114,1,0.992,200,0.992
4457,35114,835,73,135,61,100,835,73,135,61,100,1,0.875,500,0.992
4458,152,775,72,102,59,102,775,72,102,59,102,1,0.992,200,0.875
4459,152,855,53,112,59,114,855,53,112,59,114,1,0.992,200,0.992
4460,152,848,55,97,57,127,848,55,97,57,127,1,0.992,403,0.992
4461,35114,838,85,138,69,123,838,85,138,69,123,1,0.992,200,0.992
4462,152,848,55,98,57,127,848,55,98,57,127,1,0.875,403,0.992
4463,152,843,67,109,42,131,843,67,109,42,131,1,0.875,200,0.875
4464,35114,932,51,142,67,117,932,51,142,67,117,1,0.875,200,0.875
4465,35114,881,60,165,62,111,881,60,165,62,111,1,0.992,200,0.992
4466,152,844,67,109,42,131,844,67,109,42,131,1,0.875,200,0.992
4467,152,873,58,127,55,102,873,58,127,55,102,1,0.875,200,0.992
4468,152,833,48,108,58,109,833,48,108,58,109,1,0.992,302,0.992
4469,35114,933,51,142,67,117,933,51,142,67,117,1,0.992,200,0.875
4470,35114,833,48,108,58,110,833,48,108,58,110,1,0.992,500,0.875
4471,152,843,47,136,57,114,843,47,136,57,114,1,0.992,200,0.992
4472,35114,874,58,127,55,102,874,58,127,55,102,1,0.992,200,0.992
4473,152,875,58,127,55,102,875,58,127,55,102,1,0.992,200,0.992
4474,152,839,85,138,69,123,839,85,138,69,123,1,0.992,200,0.992
4475,35114,856,53,112,59,114,856,53,112,59,114,1,0.992,200,0.992
4476,35114,856,54,112,59,114,856,54,112,59,114,1,0.992,302,0.875
4477,35114,834,48,108,58,110,834,48,108,58,110,1,0.875,200,0.875
4478,35114,934,51,142,67,117,934,51,142,67,117,1,0.992,200,0.992
4479,152,844,47,136,57,114,844,47,136,57,114,1,0.875,200,0.992
4480,152,935,51,142,67,117,935,51,142,67,117,1,0.992,200,0.875
4481,35114,849,55,98,57,127,849,55,98,57,127,1,0.875,200,0.875
4482,152,836,73,135,61,100,836,73,135,61,100,1,0.875,200,0.875
4483,152,882,60,165,62,111,882,60,165,62,111,1,0.875,200,0.875
4484,35114,936,51,142,67,117,936,51,142,67,117,1,0.875,200,0.875
4485,35114,844,67,109,42,132,844,67,109,42,132,1,0.992,500,0.875
4486,35114,937,51,142,67,117,937,51,142,67,117,1,0.875,200,0.992
4487,152,835,48,108,58,110,835,48,108,58,110,1,0.992,200,0.875
4488,35114,857,54,112,59,114,857,54,112,59,114,1,0.992,200,0.875
4489,152,844,68,109,42,132,844,68,109,42,132,1,0.875,302,0.875
4490,35114,837,73,135,61,100,837,73,135,61,100,1,0.992,200,0.992
4491,152,835,51,112,56,123,835,51,112,56,123,1,0.875,200,0.875
4492,35114,776,72,102,59,102,776,72,102,59,102,1,0.875,200,0.875
4493,152,875,58,128,55,102,875,58,128,55,102,1,0.875,403,0.875
4494,152,937,51,142,68,117,937,51,142,68,117,1,0.992,404,0.992
4495,35114,858,54,112,59,114,858,54,112,59,114,1,0.875,200,0.875
4496,152,850,55,98,57,127,850,55,98,57,127,1,0.992,200,0.992
4497,35114,845,47,136,57,114,845,47,136,57,114,1,0.992,200,0.875
4498,152,846,47,136,57,114,846,47,136,57,114,1,0.992,200,0.875
4499,35114,847,47,136,57,114,847,47,136,57,114,1,0.875,200,0.875
4500,35114,836,48,108,58,110,836,48,108,58,110,1,0.875,200,0.875
4501,152,848,47,136,57,114,848,47,136,57,114,1,0.875,200,0.992
4502,35114,848,47,136,57,115,848,47,136,57,115,1,0.875,500,0.875
4503,35114,837,48,108,58,110,837,48,108,58,110,1,0.992,200,0.992
4504,152,859,54,112,59,114,859,54,112,59,114,1,0.875,200,0.875
4505,35114,838,48,108,58,110,838,48,108,58,110,1,0.875,200,0.875
4506,35114,883,60,165,62,111,883,60,165,62,111,1,0.992,200,0.875
4507,152,777,72,102,59,102,777,72,102,59,102,1,0.875,200,0.875
4508,35114,883,60,166,62,111,883,60,166,62,111,1,0.875,403,0.992
4509,35114,849,47,136,57,115,849,47,136,57,115,1,0.992,200,0.992
4510,152,840,85,138,69,123,840,85,138,69,123,1,0.992,200,0.992
4511,35114,883,60,166,62,112,883,60,166,62,112,1,0.992,500,0.875
4512,35114,839,48,108,58,110,839,48,108,58,110,1,0.875,200,0.875
4513,35114,836,51,112,56,123,836,51,112,56,123,1,0.992,200,0.875
4514,152,845,68,109,42,132,845,68,109,42,132,1,0.992,200,0.875
4515,152,883,60,167,62,112,883,60,167,62,112,1,0.992,403,0.875
4516,35114,938,51,142,68,117,938,51,142,68,117,1,0.992,200,0.875
4517,35114,840,48,108,58,110,840,48,108,58,110,1,0.992,200,0.875
4518,35114,884,60,167,62,112,884,60,167,62,112,1,0.992,200,0.875
4519,152,876,58,128,55,102,876,58,128,55,102,1,0.992,200,0.992
4520,35114,778,72,102,59,102,778,72,102,59,102,1,0.875,200,0.875
4521,35114,845,68,110,42,132,845,68,110,42,132,1,0.992,403,0.875
4522,152,837,51,112,56,123,837,51,112,56,123,1,0.875,200,0.875
4523,152,841,48,108,58,110,841,48,108,58,110,1,0.875,200,0.875
4524,152,860,54,112,59,114,860,54,112,59,114,1,0.992,200,0.875
4525,152,838,51,112,56,123,838,51,112,56,123,1,0.992,200,0.992
4526,35114,839,51,112,56,123,839,51,112,56,123,1,0.992,200,0.875
4527,152,885,60,167,62,112,885,60,167,62,112,1,0.875,200,0.992
4528,35114,840,85,138,69,124,840,85,138,69,124,1,0.992,500,0.992
4529,152,840,51,112,56,123,840,51,112,56,123,1,0.875,200,0.875
4530,35114,860,54,112,59,115,860,54,112,59,115,1,0.992,500,0.992
4531,152,778,72,103,59,102,778,72,103,59,102,1,0.992,403,0.875
4532,152,779,72,103,59,102,779,72,103,59,102,1,0.875,200,0.992
4533,35114,886,60,167,62,112,886,60,167,62,112,1,0.875,200,0.992
4534,35114,779,72,104,59,102,779,72,104,59,102,1,0.992,403,0.992
4535,35114,841,85,138,69,124,841,85,138,69,124,1,0.992,200,0.992
4536,35114,846,68,110,42,132,846,68,110,42,132,1,0.875,200,0.992
4537,152,841,51,112,56,123,841,51,112,56,123,1,0.875,200,0.992
4538,152,842,48,108,58,110,842,48,108,58,110,1,0.992,200,0.992
4539,35114,876,58,128,55,103,876,58,128,55,103,1,0.875,500,0.992
4540,35114,939,51,142,68,117,939,51,142,68,117,1,0.875,200,0.875
4541,35114,850,47,136,57,115,850,47,136,57,115,1,0.875,200,0.992
4542,152,838,73,135,61,100,838,73,135,61,100,1,0.992,200,0.992
4543,152,851,47,136,57,115,851,47,136,57,115,1,0.992,200,0.992
4544,35114,839,73,135,61,100,839,73,135,61,100,1,0.875,200,0.875
4545,152,851,48,136,57,115,851,48,136,57,115,1,0.875,302,0.992
4546,35114,842,51,112,56,123,842,51,112,56,123,1,0.992,200,0.992
4547,152,851,49,136,57,115,851,49,136,57,115,1,0.992,302,0.992
4548,152,850,56,98,57,127,850,56,98,57,127,1,0.875,302,0.875
4549,152,860,54,113,59,115,860,54,113,59,115,1,0.875,403,0.992
4550,35114,887,60,167,62,112,887,60,167,62,112,1,0.992,200,0.992
4551,152,888,60,167,62,112,888,60,167,62,112,1,0.992,200,0.875
4552,35114,861,54,113,59,115,861,54,113,59,115,1,0.875,200,0.992
4553,152,846,68,110,43,132,846,68,110,43,132,1,0.875,404,0.875
4554,152,842,48,108,59,110,842,48,108,59,110,1,0.992,404,0.992
4555,35114,876,58,129,55,103,876,58,129,55,103,1,0.992,403,0.992
4556,152,847,68,110,43,132,847,68,110,43,132,1,0.992,200,0.875
4557,35114,843,51,112,56,123,843,51,112,56,123,1,0.875,200,0.992
4558,35114,840,73,135,61,100,840,73,135,61,100,1,0.992,200,0.992
4559,35114,851,56,98,57,127,851,56,98,57,127,1,0.875,200,0.992
4560,35114,847,68,111,43,132,847,68,111,43,132,1,0.875,403,0.875
4561,152,861,54,113,60,115,861,54,113,60,115,1,0.875,404,0.875
4562,35114,877,58,129,55,103,877,58,129,55,103,1,0.992,200,0.875
4563,35114,852,49,136,57,115,852,49,136,57,115,1,0.875,200,0.992
4564,152,779,73,104,59,102,779,73,104,59,102,1,0.875,302,0.875
4565,152,888,61,167,62,112,888,61,167,62,112,1,0.992,302,0.875
4566,35114,848,68,111,43,132,848,68,111,43,132,1,0.992,200,0.992
4567,35114,939,51,142,68,118,939,51,142,68,118,1,0.875,500,0.875
4568,152,849,68,111,43,132,849,68,111,43,132,1,0.875,200,0.992
4569,35114,841,73,135,61,100,841,73,135,61,100,1,0.992,200,0.992
4570,35114,843,48,108,59,110,843,48,108,59,110,1,0.875,200,0.875
4571,152,889,61,167,62,112,889,61,167,62,112,1,0.992,200,0.992
4572,152,842,73,135,61,100,842,73,135,61,100,1,0.875,200,0.875
4573,152,890,61,167,62,112,890,61,167,62,112,1,0.992,200,0.992
4574,35114,842,85,138,69,124,842,85,138,69,124,1,0.875,200,0.875
4575,152,851,57,98,57,127,851,57,98,57,127,1,0.875,302,0.875
4576,152,843,73,135,61,100,843,73,135,61,100,1,0.875,200,0.992
4577,35114,852,57,98,57,127,852,57,98,57,127,1,0.875,200,0.992
4578,152,850,68,111,43,132,850,68,111,43,132,1,0.992,200,0.992
4579,35114,877,58,129,56,103,877,58,129,56,103,1,0.992,404,0.992
4580,152,850,68,111,43,133,850,68,111,43,133,1,0.992,500,0.875
4581,35114,852,50,136,57,115,852,50,136,57,115,1,0.875,302,0.992
4582,35114,862,54,113,60,115,862,54,113,60,115,1,0.992,200,0.875
4583,35114,852,50,136,57,116,852,50,136,57,116,1,0.875,500,0.992
4584,152,878,58,129,56,103,878,58,129,56,103,1,0.992,200,0.992
4585,152,844,48,108,59,110,844,48,108,59,110,1,0.875,200,0.875
4586,152,844,48,109,59,110,844,48,109,59,110,1,0.992,403,0.875
4587,35114,939,51,142,68,119,939,51,142,68,119,1,0.992,500,0.875
4588,152,845,48,109,59,110,845,48,109,59,110,1,0.875,200,0.992
4589,35114,850,68,111,43,134,850,68,111,43,134,1,0.992,500,0.992
4590,152,852,57,99,57,127,852,57,99,57,127,1,0.992,403,0.875
4591,35114,853,57,99,57,127,853,57,99,57,127,1,0.875,200,0.992
4592,152,853,50,136,57,116,853,50,136,57,116,1,0.875,200,0.992
4593,152,853,50,136,58,116,853,50,136,58,116,1,0.875,404,0.875
4594,35114,891,61,167,62,112,891,61,167,62,112,1,0.875,200,0.992
4595,152,863,54,113,60,115,863,54,113,60,115,1,0.875,200,0.992
4596,35114,843,74,135,61,100,843,74,135,61,100,1,0.992,302,0.992
4597,35114,854,50,136,58,116,854,50,136,58,116,1,0.992,200,0.875
4598,152,879,58,129,56,103,879,58,129,56,103,1,0.875,200,0.992
4599,152,939,51,143,68,119,939,51,143,68,119,1,0.992,403,0.992
4600,152,843,51,113,56,123,843,51,113,56,123,1,0.875,403,0.992
4601,35114,843,85,138,69,124,843,85,138,69,124,1,0.992,200,0.992
4602,35114,851,68,111,43,134,851,68,111,43,134,1,0.875,200,0.875
4603,152,843,85,139,69,124,843,85,139,69,124,1,0.992,403,0.875
4604,152,854,57,99,57,127,854,57,99,57,127,1,0.992,200,0.992
4605,152,855,50,136,58,116,855,50,136,58,116,1,0.875,200,0.875
4606,35114,843,74,135,61,101,843,74,135,61,101,1,0.875,500,0.875
4607,35114,846,48,109,59,110,846,48,109,59,110,1,0.992,200,0.875
4608,35114,939,51,144,68,119,939,51,144,68,119,1,0.992,403,0.875
4609,35114,852,68,111,43,134,852,68,111,43,134,1,0.992,200,0.992
4610,152,844,51,113,56,123,844,51,113,56,123,1,0.875,200,0.992
4611,35114,892,61,167,62,112,892,61,167,62,112,1,0.875,200,0.992
4612,35114,844,51,113,56,124,844,51,113,56,124,1,0.875,500,0.992
4613,35114,856,50,136,58,116,856,50,136,58,116,1,0.992,200,0.875
4614,35114,780,73,104,59,102,780,73,104,59,102,1,0.875,200,0.992
4615,35114,940,51,144,68,119,940,51,144,68,119,1,0.875,200,0.992
4616,152,843,75,135,61,101,843,75,135,61,101,1,0.875,302,0.875
4617,35114,853,68,111,43,134,853,68,111,43,134,1,0.992,200,0.992
4618,35114,844,75,135,61,101,844,75,135,61,101,1,0.992,200,0.992
4619,35114,893,61,167,62,112,893,61,167,62,112,1,0.875,200,0.875
4620,35114,856,51,136,58,116,856,51,136,58,116,1,0.875,302,0.992
4621,152,864,54,113,60,115,864,54,113,60,115,1,0.992,200,0.875
4622,152,857,51,136,58,116,857,51,136,58,116,1,0.875,200,0.875
4623,152,941,51,144,68,119,941,51,144,68,119,1,0.875,200,0.875
4624,35114,853,68,112,43,134,853,68,112,43,134,1,0.875,403,0.875
4625,35114,781,73,104,59,102,781,73,104,59,102,1,0.992,200,0.875
4626,35114,893,61,167,63,112,893,61,167,63,112,1,0.992,404,0.875
4627,35114,894,61,167,63,112,894,61,167,63,112,1,0.875,200,0.875
4628,152,865,54,113,60,115,865,54,113,60,115,1,0.875,200,0.992
4629,152,782,73,104,59,102,782,73,104,59,102,1,0.875,200,0.875
4630,152,866,54,113,60,115,866,54,113,60,115,1,0.875,200,0.992
4631,152,854,68,112,43,134,854,68,112,43,134,1,0.875,200,0.875
4632,35114,894,61,167,63,113,894,61,167,63,113,1,0.992,500,0.992
4633,35114,783,73,104,59,102,783,73,104,59,102,1,0.992,200,0.875
4634,152,784,73,104,59,102,784,73,104,59,102,1,0.992,200,0.875
4635,152,844,75,136,61,101,844,75,136,61,101,1,0.992,403,0.992
4636,35114,845,51,113,56,124,845,51,113,56,124,1,0.992,200,0.992
4637,152,857,51,136,59,116,857,51,136,59,116,1,0.992,404,0.875
4638,152,785,73,104,59,102,785,73,104,59,102,1,0.992,200,0.875
4639,35114,855,57,99,57,127,855,57,99,57,127,1,0.875,200,0.992
4640,35114,845,75,136,61,101,845,75,136,61,101,1,0.992,200,0.992
4641,152,857,51,137,59,116,857,51,137,59,116,1,0.875,403,0.875
4642,152,894,61,168,63,113,894,61,168,63,113,1,0.992,403,0.992
4643,152,844,85,139,69,124,844,85,139,69,124,1,0.992,200,0.875
4644,35114,880,58,129,56,103,880,58,129,56,103,1,0.875,200,0.875
4645,35114,854,69,112,43,134,854,69,112,43,134,1,0.875,302,0.992
4646,152,880,58,130,56,103,880,58,130,56,103,1,0.875,403,0.992
4647,152,855,57,99,57,128,855,57,99,57,128,1,0.875,500,0.875
4648,35114,845,51,113,56,125,845,51,113,56,125,1,0.875,500,0.875
4649,152,846,75,136,61,101,846,75,136,61,101,1,0.992,200,0.875
4650,35114,857,51,138,59,116,857,51,138,59,116,1,0.992,403,0.875
4651,152,881,58,130,56,103,881,58,130,56,103,1,0.992,200,0.875
4652,152,786,73,104,59,102,786,73,104,59,102,1,0.875,200,0.875
4653,35114,858,51,138,59,116,858,51,138,59,116,1,0.875,200,0.875
4654,35114,942,51,144,68,119,942,51,144,68,119,1,0.875,200,0.992
4655,152,844,85,140,69,124,844,85,140,69,124,1,0.992,403,0.875
4656,35114,846,48,109,59,111,846,48,109,59,111,1,0.992,500,0.992
4657,35114,787,73,104,59,102,787,73,104,59,102,1,0.992,200,0.875
4658,35114,846,51,113,56,125,846,51,113,56,125,1,0.875,200,0.875
4659,35114,788,73,104,59,102,788,73,104,59,102,1,0.875,200,0.875
4660,35114,788,74,104,59,102,788,74,104,59,102,1,0.875,302,0.992
4661,35114,789,74,104,59,102,789,74,104,59,102,1,0.875,200,0.875
4662,152,867,54,113,60,115,867,54,113,60,115,1,0.992,200,0.875
