status,location_speed,httpcode_5m_200,httpcode_5m_302,httpcode_5m_404,httpcode_5m_403,httpcode_5m_500,httpcode_30m_200,httpcode_30m_302,httpcode_30m_404,httpcode_30m_403,httpcode_30m_500,httpcode_1d_200,httpcode_1d_302,httpcode_1d_404,httpcode_1d_403,httpcode_1d_500,body_bytes_sent,upstream_response_time,httpcode_total_200,httpcode_total_302,httpcode_total_404,httpcode_total_403,httpcode_total_500,request_time,lremote_addr,location_city,is_good
403,11191.0339531,13,2,0,4,0,91,4,4,8,2,1074,71,77,78,67,35114,0.875,1549,87,101,93,122,0.677999973297,218.80.192.83,上海,1
200,18760.2652341,14,0,0,2,0,72,24,10,6,6,910,85,97,72,31,152,0.660000026226,1477,102,148,101,64,0.875,211.137.180.198,城市缺失,1
200,7642.93638745,17,0,0,0,0,69,2,2,0,10,945,50,84,38,64,35114,0.991999983788,1525,68,118,46,114,0.875,219.137.225.57,广州,1
200,60572.5060198,14,2,0,4,0,92,4,4,8,2,1075,71,77,78,67,35114,0.660000026226,1550,87,101,93,122,0.875,202.101.77.237,贵阳,1
200,33433.6447246,30,0,0,0,0,104,2,4,0,3,935,37,51,49,38,152,0.991999983788,1553,68,112,99,96,0.991999983788,116.52.147.144,昆明,1
200,43649.2124514,18,0,0,0,0,70,2,2,0,10,946,50,84,38,64,35114,0.991999983788,1526,68,118,46,114,0.875,116.52.147.144,昆明,1
200,22433.495269,18,0,0,0,0,85,2,2,1,2,849,74,44,56,48,152,0.991999983788,1355,103,83,89,79,0.677999973297,116.52.147.144,昆明,1
200,12520.7419963,16,0,0,0,0,58,2,2,10,4,909,62,78,74,61,35114,0.875,1313,85,93,105,104,0.875,211.137.180.198,城市缺失,1
200,26159.1786803,8,0,0,1,0,86,2,2,1,2,850,74,44,56,48,35114,0.991999983788,1356,103,83,89,79,0.875,202.101.77.237,贵阳,1
200,133503.464304,9,0,0,1,0,87,2,2,1,2,851,74,44,56,48,152,0.875,1357,103,83,89,79,0.677999973297,218.28.234.21,郑州,1
200,3988.17693672,12,0,0,0,0,42,0,0,0,2,1022,55,44,76,44,35114,0.660000026226,1408,88,69,109,84,0.991999983788,116.52.147.144,昆明,1
500,26630.8763291,24,0,0,0,2,104,2,4,0,4,935,37,51,49,39,35114,0.991999983788,1553,68,112,99,97,0.677999973297,124.72.93.18,厦门市,1
200,48714.123738,10,0,0,1,0,88,2,2,1,2,852,74,44,56,48,35114,0.991999983788,1358,103,83,89,79,0.677999973297,124.72.93.18,厦门市,1
403,93125.0478485,10,0,0,2,0,88,2,2,2,2,852,74,44,57,48,35114,0.991999983788,1358,103,83,90,79,0.677999973297,59.172.76.233,武汉,1
200,0.0,15,0,0,0,0,81,0,12,0,2,972,45,49,53,59,35114,0.875,1567,80,87,97,96,0.991999983788,218.28.234.21,郑州,1
200,100719.305578,16,0,0,0,0,82,0,12,0,2,973,45,49,53,59,35114,0.875,1568,80,87,97,96,0.875,218.80.192.83,上海,1
200,7477.83175635,14,0,0,0,0,42,2,0,2,2,1056,120,72,83,38,152,0.660000026226,1618,159,105,149,142,0.991999983788,218.28.234.21,郑州,1
200,100719.305578,7,0,0,0,0,49,2,0,0,0,1057,120,72,83,38,35114,0.660000026226,1619,159,105,149,142,0.875,218.80.192.83,上海,1
200,5591.72052407,14,2,0,0,1,67,12,1,1,3,932,81,38,58,60,152,0.991999983788,1578,118,73,128,114,0.991999983788,124.72.93.18,厦门市,1
500,96060.5303121,14,2,0,0,2,67,12,1,1,4,932,81,38,58,61,35114,0.660000026226,1578,118,73,128,115,0.991999983788,218.80.192.83,上海,1
200,7714.12816553,7,0,0,0,0,58,0,12,0,0,910,62,78,74,61,35114,0.660000026226,1314,85,93,105,104,0.677999973297,59.172.76.233,武汉,1
200,81980.0752728,8,0,0,0,0,59,0,12,0,0,911,62,78,74,61,152,0.991999983788,1315,85,93,105,104,0.875,218.80.192.83,上海,1
200,5617.85819958,4,0,0,2,0,41,2,2,2,0,936,37,51,49,39,152,0.875,1554,68,112,99,97,0.875,219.137.225.57,广州,1
200,13663.3458788,8,0,0,0,0,50,2,0,0,0,1058,120,72,83,38,35114,0.991999983788,1620,159,105,149,142,0.677999973297,59.172.76.233,武汉,1
200,5003.28807197,6,0,2,0,0,65,2,14,0,10,1076,71,77,78,67,152,0.875,1551,87,101,93,122,0.991999983788,58.60.3.110,深圳市,1
200,7758.68988578,12,0,0,0,0,49,2,0,1,13,947,50,84,38,64,152,0.875,1527,68,118,46,114,0.991999983788,59.172.76.233,武汉,1
200,0.0,6,10,0,0,0,60,20,0,10,12,853,74,44,57,48,152,0.660000026226,1359,103,83,90,79,0.875,59.172.76.233,武汉,1
200,23281.2619621,4,0,0,0,0,51,2,0,0,0,1059,120,72,83,38,35114,0.660000026226,1621,159,105,149,142,0.991999983788,124.72.93.18,厦门市,1
500,0.0,21,0,0,0,4,85,0,0,2,5,1037,53,71,89,73,152,0.991999983788,1579,63,115,121,103,0.875,202.101.77.237,贵阳,1
200,18171.7518059,6,0,0,0,2,68,12,1,1,4,933,81,38,58,61,35114,0.660000026226,1579,118,73,128,115,0.991999983788,202.101.77.237,贵阳,1
200,7758.68988578,4,0,0,0,2,72,10,0,2,4,1023,55,44,76,44,35114,0.991999983788,1409,88,69,109,84,0.875,59.172.76.233,武汉,1
200,6689.8995165,10,0,0,0,0,60,2,0,0,2,911,85,97,72,31,152,0.991999983788,1478,102,148,101,64,0.677999973297,202.101.77.237,贵阳,1
200,25862.2996193,12,0,0,0,0,61,20,0,10,12,854,74,44,57,48,152,0.660000026226,1360,103,83,90,79,0.875,116.52.147.144,昆明,1
200,9249.47832856,7,0,0,0,0,66,2,14,0,10,1077,71,77,78,67,35114,0.660000026226,1552,87,101,93,122,0.677999973297,211.142.12.218,城市缺失,1
200,60127.5762946,8,0,0,0,0,67,2,14,0,10,1078,71,77,78,67,35114,0.875,1553,87,101,93,122,0.677999973297,124.72.93.18,厦门市,1
200,14776.9607543,22,0,0,0,4,86,0,0,2,5,1038,53,71,89,73,152,0.875,1580,63,115,121,103,0.875,59.172.76.233,武汉,1
200,7174.29373258,2,0,2,0,0,42,2,2,2,0,937,37,51,49,39,35114,0.991999983788,1555,68,112,99,97,0.875,59.172.76.233,武汉,1
302,0.0,20,2,0,0,0,42,3,2,2,0,937,38,51,49,39,35114,0.991999983788,1555,69,112,99,97,0.875,59.172.76.233,武汉,1
200,0.0,15,2,0,0,0,52,2,0,0,0,1060,120,72,83,38,152,0.875,1622,159,105,149,142,0.677999973297,124.72.93.18,厦门市,1
200,18706.8053363,3,0,0,10,0,62,20,0,10,12,855,74,44,57,48,152,0.875,1361,103,83,90,79,0.875,219.137.225.57,广州,1
200,10750.487865,12,0,0,0,0,73,10,0,2,4,1024,55,44,76,44,152,0.991999983788,1410,88,69,109,84,0.875,58.60.3.110,深圳市,1
500,16713.9443586,16,0,0,0,2,86,0,0,2,6,1038,53,71,89,74,152,0.660000026226,1580,63,115,121,104,0.875,211.137.180.198,城市缺失,1
200,12007.566289,16,2,0,0,10,68,2,14,0,10,1079,71,77,78,67,35114,0.660000026226,1554,87,101,93,122,0.875,218.80.192.83,上海,1
200,0.0,6,2,0,0,0,50,2,0,1,13,948,50,84,38,64,35114,0.991999983788,1528,68,118,46,114,0.875,59.172.76.233,武汉,1
200,20088.0224512,4,0,0,10,0,63,20,0,10,12,856,74,44,57,48,35114,0.660000026226,1362,103,83,90,79,0.991999983788,59.172.76.233,武汉,1
404,8737.06331886,14,0,2,0,0,68,12,2,1,4,933,81,39,58,61,152,0.660000026226,1579,118,74,128,115,0.991999983788,124.72.93.18,厦门市,1
200,0.0,16,2,0,0,0,53,2,0,0,0,1061,120,72,83,38,152,0.991999983788,1623,159,105,149,142,0.991999983788,124.72.93.18,厦门市,1
200,38793.4494289,6,0,0,0,2,51,2,0,1,13,949,50,84,38,64,35114,0.660000026226,1529,68,118,46,114,0.991999983788,116.52.147.144,昆明,1
302,9130.91929601,2,2,0,0,0,42,4,2,2,0,937,39,51,49,39,35114,0.875,1555,70,112,99,97,0.991999983788,219.137.225.57,广州,1
200,2556.69718287,3,0,0,0,0,60,0,12,0,0,912,62,78,74,61,35114,0.991999983788,1316,85,93,105,104,0.875,211.142.12.218,城市缺失,1
200,13663.3458788,2,0,0,0,0,64,20,0,10,12,857,74,44,57,48,152,0.660000026226,1363,103,83,90,79,0.875,218.80.192.83,上海,1
200,0.0,4,0,0,0,0,61,0,12,0,0,913,62,78,74,61,152,0.875,1317,85,93,105,104,0.875,211.142.12.218,城市缺失,1
200,0.0,17,10,0,0,0,69,12,2,1,4,934,81,39,58,61,35114,0.875,1580,118,74,128,115,0.875,124.72.93.18,厦门市,1
200,8828.06288505,14,0,0,0,0,54,2,0,0,0,1062,120,72,83,38,35114,0.875,1624,159,105,149,142,0.991999983788,219.137.225.57,广州,1
200,3678.73808272,18,0,2,0,0,50,3,2,10,0,974,45,49,53,59,35114,0.875,1569,80,87,97,96,0.875,219.137.225.57,广州,1
200,11036.2142482,36,0,2,0,0,69,2,14,0,10,1080,71,77,78,67,35114,0.875,1555,87,101,93,122,0.875,219.137.225.57,广州,1
200,15031.8940736,18,10,0,0,0,70,12,2,1,4,935,81,39,58,61,152,0.875,1581,118,74,128,115,0.677999973297,211.142.12.218,城市缺失,1
200,13094.7637354,8,0,0,1,0,52,2,0,1,13,950,50,84,38,64,35114,0.875,1530,68,118,46,114,0.677999973297,219.137.225.57,广州,1
200,3344.85077384,7,1,0,0,0,51,3,2,10,0,975,45,49,53,59,35114,0.875,1570,80,87,97,96,0.991999983788,58.60.3.110,深圳市,1
200,15449.1100488,2,0,10,0,0,70,2,14,0,10,1081,71,77,78,67,35114,0.660000026226,1556,87,101,93,122,0.677999973297,124.72.93.18,厦门市,1
403,8319.07022335,6,0,0,2,0,70,12,2,2,4,935,81,39,59,61,35114,0.660000026226,1581,118,74,129,115,0.677999973297,59.172.76.233,武汉,1
403,32736.9093385,8,0,0,2,0,52,2,0,2,13,950,50,84,39,64,152,0.660000026226,1530,68,118,47,114,0.677999973297,116.52.147.144,昆明,1
200,35717.2544867,8,1,0,0,0,52,3,2,10,0,976,45,49,53,59,35114,0.660000026226,1571,80,87,97,96,0.875,218.80.192.83,上海,1
200,6179.64401954,4,0,0,0,0,55,2,0,0,0,1063,120,72,83,38,35114,0.875,1625,159,105,149,142,0.677999973297,124.72.93.18,厦门市,1
200,5506.73239388,15,0,0,0,0,62,0,12,0,0,914,62,78,74,61,35114,0.875,1318,85,93,105,104,0.875,218.80.192.83,上海,1
200,81980.0752728,16,0,0,0,0,63,0,12,0,0,915,62,78,74,61,152,0.875,1319,85,93,105,104,0.991999983788,59.172.76.233,武汉,1
302,17896.8802801,8,2,0,0,0,52,4,2,10,0,976,46,49,53,59,152,0.991999983788,1571,81,87,97,96,0.677999973297,211.142.12.218,城市缺失,1
200,79418.6948288,17,0,0,0,0,53,4,2,10,0,977,46,49,53,59,35114,0.875,1572,81,87,97,96,0.991999983788,219.137.225.57,广州,1
200,3608.20173795,13,0,0,0,2,61,2,0,0,2,912,85,97,72,31,152,0.991999983788,1479,102,148,101,64,0.991999983788,218.28.234.21,郑州,1
200,0.0,14,0,0,0,2,62,2,0,0,2,913,85,97,72,31,35114,0.660000026226,1480,102,148,101,64,0.677999973297,218.28.234.21,郑州,1
200,8726.21900343,5,0,0,0,0,43,4,2,2,0,938,39,51,49,39,152,0.660000026226,1556,70,112,99,97,0.875,211.137.180.198,城市缺失,1
200,0.0,16,0,0,0,2,74,10,0,2,4,1025,55,44,76,44,152,0.875,1411,88,69,109,84,0.991999983788,58.60.3.110,深圳市,1
500,13039.7690868,0,0,0,0,12,52,2,0,2,14,950,50,84,39,65,35114,0.875,1530,68,118,47,115,0.875,58.60.3.110,深圳市,1
200,65036.5429091,6,0,0,0,0,44,4,2,2,0,939,39,51,49,39,35114,0.660000026226,1557,70,112,99,97,0.677999973297,58.60.3.110,深圳市,1
200,14311.2815006,10,0,0,0,0,56,2,0,0,0,1064,120,72,83,38,152,0.660000026226,1626,159,105,149,142,0.677999973297,211.137.180.198,城市缺失,1
200,0.0,14,0,2,0,0,64,0,12,0,0,916,62,78,74,61,35114,0.660000026226,1320,85,93,105,104,0.875,59.172.76.233,武汉,1
200,1486.60034393,18,0,0,0,0,54,4,2,10,0,978,46,49,53,59,152,0.991999983788,1573,81,87,97,96,0.875,58.60.3.110,深圳市,1
200,35859.3649887,6,0,10,0,0,70,0,10,0,11,940,39,51,49,39,152,0.875,1558,70,112,99,97,0.875,116.52.147.144,昆明,1
200,6689.70154768,5,0,0,0,0,23,0,0,10,10,979,46,49,53,59,35114,0.660000026226,1574,81,87,97,96,0.991999983788,219.137.225.57,广州,1
500,1801.59801424,10,0,2,0,12,60,0,2,15,14,1038,53,71,89,75,152,0.991999983788,1580,63,115,121,105,0.677999973297,218.80.192.83,上海,1
200,2614.80818691,5,0,0,0,2,65,19,0,1,2,1082,71,77,78,67,35114,0.875,1557,87,101,93,122,0.677999973297,58.60.3.110,深圳市,1
200,41074.5804573,7,0,10,0,0,71,0,10,0,11,941,39,51,49,39,35114,0.660000026226,1559,70,112,99,97,0.677999973297,211.142.12.218,城市缺失,1
200,71718.7299773,6,0,0,0,2,66,19,0,1,2,1083,71,77,78,67,152,0.991999983788,1558,87,101,93,122,0.991999983788,116.52.147.144,昆明,1
200,43178.725575,8,0,10,0,0,72,0,10,0,11,942,39,51,49,39,35114,0.875,1560,70,112,99,97,0.991999983788,218.28.234.21,郑州,1
200,23911.7975377,6,0,0,0,0,24,0,0,10,10,980,46,49,53,59,35114,0.660000026226,1575,81,87,97,96,0.677999973297,218.80.192.83,上海,1
200,10750.487865,2,0,0,0,0,47,1,2,4,0,917,62,78,74,61,35114,0.875,1321,85,93,105,104,0.875,58.60.3.110,深圳市,1
302,5079.85006764,2,2,0,0,2,43,2,2,12,2,913,86,97,72,31,35114,0.991999983788,1480,103,148,101,64,0.991999983788,211.142.12.218,城市缺失,1
500,1934.79786812,2,0,0,2,2,44,0,0,2,4,857,74,44,57,49,152,0.991999983788,1363,103,83,90,80,0.991999983788,211.142.12.218,城市缺失,1
302,35834.95955,13,2,0,2,0,47,2,2,4,0,917,63,78,74,61,35114,0.991999983788,1321,86,93,105,104,0.991999983788,59.172.76.233,武汉,1
200,107504.87865,14,2,0,2,0,48,2,2,4,0,918,63,78,74,61,152,0.991999983788,1322,86,93,105,104,0.875,58.60.3.110,深圳市,1
200,7035.09946277,9,0,2,0,0,92,22,3,1,0,1065,120,72,83,38,35114,0.991999983788,1627,159,105,149,142,0.875,211.142.12.218,城市缺失,1
200,112561.591404,10,0,2,0,0,93,22,3,1,0,1066,120,72,83,38,35114,0.875,1628,159,105,149,142,0.875,211.137.180.198,城市缺失,1
200,68460.7245412,11,0,2,0,0,94,22,3,1,0,1067,120,72,83,38,35114,0.875,1629,159,105,149,142,0.677999973297,218.80.192.83,上海,1
200,11345.5278327,4,0,0,0,0,44,2,2,12,2,914,86,97,72,31,152,0.660000026226,1481,103,148,101,64,0.677999973297,219.137.225.57,广州,1
200,0.0,14,0,0,0,0,64,10,0,0,2,936,81,39,59,61,35114,0.875,1582,118,74,129,115,0.677999973297,59.172.76.233,武汉,1
200,47623.0059822,12,0,2,0,0,95,22,3,1,0,1068,120,72,83,38,152,0.875,1630,159,105,149,142,0.875,58.60.3.110,深圳市,1
200,13315.4381646,28,4,0,0,0,67,19,0,1,2,1084,71,77,78,67,35114,0.875,1559,87,101,93,122,0.991999983788,124.72.93.18,厦门市,1
200,3344.85077384,4,0,0,10,0,45,2,2,12,2,915,86,97,72,31,152,0.660000026226,1482,103,148,101,64,0.677999973297,58.60.3.110,深圳市,1
200,69896.5065509,16,12,0,0,0,68,19,0,1,2,1085,71,77,78,67,35114,0.660000026226,1560,87,101,93,122,0.991999983788,202.101.77.237,贵阳,1
200,1397.93013102,4,0,0,0,0,62,2,2,2,0,988,59,87,33,68,152,0.991999983788,1484,124,130,53,90,0.677999973297,202.101.77.237,贵阳,1
200,14769.0544186,18,0,0,2,0,49,2,2,4,0,919,63,78,74,61,152,0.991999983788,1323,86,93,105,104,0.677999973297,218.28.234.21,郑州,1
200,8016.04737331,8,0,0,0,0,45,0,0,2,4,858,74,44,57,49,35114,0.660000026226,1364,103,83,90,80,0.677999973297,202.101.77.237,贵阳,1
200,4781.24866515,4,0,0,0,0,73,2,12,2,0,951,50,84,39,65,35114,0.991999983788,1531,68,118,47,115,0.875,116.52.147.144,昆明,1
200,250414.839927,5,0,0,0,0,74,2,12,2,0,952,50,84,39,65,35114,0.660000026226,1532,68,118,47,115,0.875,211.137.180.198,城市缺失,1
200,66898.995165,9,0,0,0,0,46,0,0,2,4,859,74,44,57,49,35114,0.660000026226,1365,103,83,90,80,0.875,211.137.180.198,城市缺失,1
200,125207.419963,6,0,0,0,0,75,2,12,2,0,953,50,84,39,65,152,0.991999983788,1533,68,118,47,115,0.875,116.52.147.144,昆明,1
200,34230.3622706,10,0,0,0,0,47,0,0,2,4,860,74,44,57,49,152,0.991999983788,1366,103,83,90,80,0.875,218.80.192.83,上海,1
200,2556.69718287,3,0,0,2,0,61,0,2,15,14,1039,53,71,89,75,35114,0.660000026226,1581,63,115,121,105,0.875,211.142.12.218,城市缺失,1
200,11083.842694,14,10,0,0,0,65,10,0,0,2,937,81,39,59,61,152,0.875,1583,118,74,129,115,0.991999983788,116.52.147.144,昆明,1
200,23862.5070402,4,0,0,0,0,48,0,0,2,4,861,74,44,57,49,35114,0.875,1367,103,83,90,80,0.991999983788,211.142.12.218,城市缺失,1
302,343.06161783,25,2,0,0,0,64,18,0,2,0,1025,56,44,76,44,35114,0.660000026226,1411,89,69,109,84,0.677999973297,219.137.225.57,广州,1
200,0.0,4,0,0,2,0,62,0,2,15,14,1040,53,71,89,75,152,0.660000026226,1582,63,115,121,105,0.677999973297,211.142.12.218,城市缺失,1
200,23471.1888328,18,0,10,0,0,76,2,12,2,0,954,50,84,39,65,35114,0.660000026226,1534,68,118,47,115,0.875,211.142.12.218,城市缺失,1
200,1848.18004459,27,0,0,0,0,73,0,10,0,11,943,39,51,49,39,152,0.875,1561,70,112,99,97,0.875,59.172.76.233,武汉,1
200,6895.91501865,12,0,0,2,0,63,2,2,2,0,989,59,87,33,68,152,0.660000026226,1485,124,130,53,90,0.875,59.172.76.233,武汉,1
200,16638.1404467,28,0,0,0,0,74,0,10,0,11,944,39,51,49,39,35114,0.660000026226,1562,70,112,99,97,0.991999983788,211.142.12.218,城市缺失,1
200,10299.4066992,26,2,0,0,0,65,18,0,2,0,1026,56,44,76,44,152,0.991999983788,1412,89,69,109,84,0.991999983788,124.72.93.18,厦门市,1
200,8868.6194876,6,10,1,0,0,96,22,3,1,0,1069,120,72,83,38,152,0.991999983788,1631,159,105,149,142,0.991999983788,211.137.180.198,城市缺失,1
200,0.0,4,0,0,0,0,64,2,2,2,0,990,59,87,33,68,152,0.991999983788,1486,124,130,53,90,0.991999983788,59.172.76.233,武汉,1
403,2491.35035051,11,3,0,2,0,68,19,0,2,2,1085,71,77,79,67,152,0.660000026226,1560,87,101,94,122,0.875,116.52.147.144,昆明,1
200,20867.9033272,14,0,0,0,0,66,10,0,0,2,938,81,39,59,61,35114,0.875,1584,118,74,129,115,0.677999973297,211.137.180.198,城市缺失,1
200,89733.9810761,12,3,0,2,0,69,19,0,2,2,1086,71,77,79,67,35114,0.660000026226,1561,87,101,94,122,0.875,218.28.234.21,郑州,1
200,10021.2627158,10,12,0,0,0,66,18,0,2,0,1027,56,44,76,44,152,0.875,1413,89,69,109,84,0.677999973297,211.142.12.218,城市缺失,1
404,18760.2652341,6,10,2,0,0,96,22,4,1,0,1069,120,73,83,38,152,0.660000026226,1631,159,106,149,142,0.875,211.142.12.218,城市缺失,1
403,8632.66640203,0,0,0,2,0,62,0,2,16,14,1040,53,71,90,75,35114,0.991999983788,1582,63,115,122,105,0.875,202.101.77.237,贵阳,1
302,19205.7134355,12,4,0,2,0,69,20,0,2,2,1086,72,77,79,67,35114,0.875,1561,88,101,94,122,0.677999973297,211.137.180.198,城市缺失,1
200,3707.06478104,6,0,0,0,0,46,2,2,12,2,916,86,97,72,31,152,0.875,1483,103,148,101,64,0.875,59.172.76.233,武汉,1
200,4944.572752,6,0,2,0,0,50,2,2,4,0,920,63,78,74,61,35114,0.875,1324,86,93,105,104,0.677999973297,202.101.77.237,贵阳,1
200,77586.8988578,19,0,2,2,0,47,2,2,12,2,917,86,97,72,31,35114,0.660000026226,1484,103,148,101,64,0.991999983788,116.52.147.144,昆明,1
200,40139.397099,13,0,0,0,2,63,0,2,16,14,1041,53,71,90,75,152,0.660000026226,1583,63,115,122,105,0.875,211.137.180.198,城市缺失,1
500,2218.41872623,12,0,0,0,12,74,0,10,0,12,944,39,51,49,40,35114,0.991999983788,1562,70,112,99,98,0.875,59.172.76.233,武汉,1
200,11410.1207569,6,0,0,0,0,70,20,0,2,2,1087,72,77,79,67,35114,0.875,1562,88,101,94,122,0.991999983788,218.80.192.83,上海,1
403,12506.8434894,14,10,0,2,0,96,22,4,2,0,1069,120,73,84,38,35114,0.660000026226,1631,159,106,150,142,0.677999973297,211.137.180.198,城市缺失,1
200,10463.6714721,20,0,2,2,0,48,2,2,12,2,918,86,97,72,31,35114,0.991999983788,1485,103,148,101,64,0.875,202.101.77.237,贵阳,1
200,50082.9679854,14,0,0,0,2,64,0,2,16,14,1042,53,71,90,75,152,0.875,1584,63,115,122,105,0.991999983788,116.52.147.144,昆明,1
200,2753.36619694,3,0,0,0,2,49,0,0,2,4,862,74,44,57,49,152,0.660000026226,1368,103,83,90,80,0.991999983788,218.80.192.83,上海,1
200,181717.518059,4,0,0,0,2,50,0,0,2,4,863,74,44,57,49,35114,0.991999983788,1369,103,83,90,80,0.677999973297,202.101.77.237,贵阳,1
302,11711.4393247,2,2,0,0,0,47,4,10,4,1,944,40,51,49,40,35114,0.875,1562,71,112,99,98,0.875,218.80.192.83,上海,1
200,20495.8264609,14,0,0,2,0,53,2,0,2,10,1088,72,77,79,67,152,0.991999983788,1563,88,101,94,122,0.875,219.137.225.57,广州,1
200,8719.72622677,32,0,0,0,0,118,10,2,14,2,919,86,97,72,31,35114,0.991999983788,1486,103,148,101,64,0.677999973297,116.52.147.144,昆明,1
200,23906.2433258,15,0,0,0,0,71,2,2,1,2,1043,53,71,90,75,35114,0.875,1585,63,115,122,105,0.677999973297,58.60.3.110,深圳市,1
200,0.0,2,2,0,0,0,18,2,0,0,0,864,74,44,57,49,35114,0.991999983788,1370,103,83,90,80,0.677999973297,202.101.77.237,贵阳,1
200,71718.7299773,16,0,0,0,0,72,2,2,1,2,1044,53,71,90,75,35114,0.660000026226,1586,63,115,122,105,0.677999973297,116.52.147.144,昆明,1
200,3725.00191394,4,2,0,0,2,48,2,2,0,2,991,59,87,33,68,35114,0.660000026226,1487,124,130,53,90,0.677999973297,124.72.93.18,厦门市,1
200,5134.32255717,4,0,2,2,10,49,0,12,2,13,955,50,84,39,65,152,0.660000026226,1535,68,118,47,115,0.875,116.52.147.144,昆明,1
200,3112.50091828,6,0,0,0,0,58,0,0,2,1,1028,56,44,76,44,35114,0.660000026226,1414,89,69,109,84,0.677999973297,218.80.192.83,上海,1
200,0.0,18,0,0,0,0,57,0,2,0,4,981,46,49,53,59,35114,0.875,1576,81,87,97,96,0.875,218.80.192.83,上海,1
200,7158.75211205,15,0,0,2,0,48,4,10,4,1,945,40,51,49,40,152,0.660000026226,1563,71,112,99,98,0.875,211.142.12.218,城市缺失,1
200,5003.28807197,23,0,0,0,0,84,0,2,3,2,921,63,78,74,61,152,0.660000026226,1325,86,93,105,104,0.677999973297,58.60.3.110,深圳市,1
200,32859.6643659,10,0,10,0,0,50,0,12,2,13,956,50,84,39,65,152,0.660000026226,1536,68,118,47,115,0.875,211.142.12.218,城市缺失,1
200,14936.2110754,10,0,0,0,0,119,10,2,14,2,920,86,97,72,31,35114,0.991999983788,1487,103,148,101,64,0.991999983788,211.142.12.218,城市缺失,1
200,47812.4866515,24,0,0,0,0,85,0,2,3,2,922,63,78,74,61,152,0.991999983788,1326,86,93,105,104,0.875,116.52.147.144,昆明,1
200,12520.7419963,14,0,10,0,0,79,0,10,22,0,1070,120,73,84,38,35114,0.991999983788,1632,159,106,150,142,0.677999973297,116.52.147.144,昆明,1
200,9312.50478485,12,0,0,0,0,49,2,2,0,2,992,59,87,33,68,152,0.660000026226,1488,124,130,53,90,0.677999973297,59.172.76.233,武汉,1
200,16080.2273435,16,0,0,2,0,49,4,10,4,1,946,40,51,49,40,152,0.991999983788,1564,71,112,99,98,0.875,211.137.180.198,城市缺失,1
200,5395.01392056,12,2,0,0,0,54,2,0,2,10,1089,72,77,79,67,152,0.875,1564,88,101,94,122,0.991999983788,202.101.77.237,贵阳,1
200,18171.7518059,4,0,0,0,0,58,0,2,0,4,982,46,49,53,59,152,0.875,1577,81,87,97,96,0.991999983788,202.101.77.237,贵阳,1
200,28687.4919909,16,0,0,10,0,80,0,10,22,0,1071,120,73,84,38,35114,0.660000026226,1633,159,106,150,142,0.991999983788,58.60.3.110,深圳市,1
200,0.0,14,0,0,0,2,120,10,2,14,2,921,86,97,72,31,35114,0.991999983788,1488,103,148,101,64,0.875,211.142.12.218,城市缺失,1
403,19396.7247145,2,0,0,2,0,85,0,2,4,2,922,63,78,75,61,152,0.875,1326,86,93,106,104,0.875,59.172.76.233,武汉,1
200,10562.9992366,10,0,0,0,0,19,2,0,0,0,865,74,44,57,49,35114,0.660000026226,1371,103,83,90,80,0.677999973297,211.137.180.198,城市缺失,1
200,4474.22007003,22,0,0,0,0,59,0,0,2,1,1029,56,44,76,44,35114,0.991999983788,1415,89,69,109,84,0.991999983788,211.142.12.218,城市缺失,1
403,8973.39810761,18,0,0,2,0,72,2,2,2,2,1044,53,71,91,75,152,0.991999983788,1586,63,115,123,105,0.875,218.28.234.21,郑州,1
200,10750.487865,14,0,0,0,0,50,2,2,0,2,993,59,87,33,68,152,0.875,1489,124,130,53,90,0.991999983788,58.60.3.110,深圳市,1
200,5691.24636198,2,10,2,0,0,58,16,4,0,1,939,81,39,59,61,152,0.875,1585,118,74,129,115,0.875,116.52.147.144,昆明,1
200,4474.22007003,12,0,0,0,0,51,0,12,2,13,957,50,84,39,65,152,0.875,1537,68,118,47,115,0.991999983788,218.80.192.83,上海,1
200,9171.52366495,2,0,0,0,0,59,0,2,0,4,983,46,49,53,59,152,0.875,1578,81,87,97,96,0.991999983788,219.137.225.57,广州,1
200,117017.756536,2,0,0,0,1,52,0,12,2,13,958,50,84,39,65,152,0.875,1538,68,118,47,115,0.875,116.52.147.144,昆明,1
200,14769.0544186,22,0,0,10,0,81,0,10,22,0,1072,120,73,84,38,152,0.875,1634,159,106,150,142,0.875,218.28.234.21,郑州,1
500,65473.818677,2,0,0,0,2,52,0,12,2,14,958,50,84,39,66,152,0.660000026226,1538,68,118,47,116,0.677999973297,219.137.225.57,广州,1
200,20069.6985495,4,0,0,0,0,20,2,0,0,0,866,74,44,57,49,152,0.660000026226,1372,103,83,90,80,0.991999983788,202.101.77.237,贵阳,1
200,8343.966519,3,0,0,0,0,55,2,0,2,10,1090,72,77,79,67,152,0.991999983788,1565,88,101,94,122,0.991999983788,218.28.234.21,郑州,1
500,6539.79467008,4,2,0,0,2,58,16,4,0,2,939,81,39,59,62,35114,0.660000026226,1585,118,74,129,116,0.677999973297,202.101.77.237,贵阳,1
200,66751.732152,4,0,0,0,0,56,2,0,2,10,1091,72,77,79,67,35114,0.875,1566,88,101,94,122,0.677999973297,202.101.77.237,贵阳,1
